co,co2,formaldehyde,humidity,pm1,pm10,pm25,temperature,timestamp
41,1099,0,55,18,26,23,28,1/5/2023 15:32
42,1096,0,55,21,29,26,28,1/5/2023 15:34
41,1101,0,54,18,26,23,28,1/5/2023 15:36
41,1108,0,55,20,28,25,28,1/5/2023 15:38
41,1116,0,55,19,27,24,28,1/5/2023 15:40
41,1124,0,55,19,27,24,28,1/5/2023 15:42
41,1123,0,55,19,27,24,28,1/5/2023 15:44
41,1128,0,55,19,27,24,28,1/5/2023 15:46
41,1130,0,56,19,27,24,28,1/5/2023 15:48
40,1133,0,56,20,28,25,28,1/5/2023 15:50
41,1126,0,56,21,29,26,28,1/5/2023 15:52
40,1134,0,56,19,27,24,28,1/5/2023 15:54
40,1129,0,56,22,30,27,28,1/5/2023 15:56
40,1164,0,55,22,30,27,28,1/5/2023 15:58
40,1133,0,55,20,28,25,28,1/5/2023 16:02
40,1146,0,55,20,28,25,28,1/5/2023 16:04
40,1133,0,55,19,27,24,28,1/5/2023 16:06
40,1134,0,55,20,28,25,28,1/5/2023 16:08
40,1145,0,55,21,29,26,28,1/5/2023 16:10
40,1141,0,55,21,29,26,28,1/5/2023 16:12
40,1148,0,55,21,29,26,28,1/5/2023 16:14
40,1145,0,55,22,30,27,28,1/5/2023 16:16
40,1144,0,55,21,29,26,28,1/5/2023 16:18
40,1170,0,55,20,28,25,28,1/5/2023 16:20
39,1145,0,55,21,29,26,28,1/5/2023 16:22
40,1145,0,55,20,28,25,28,1/5/2023 16:24
39,1148,0,56,21,29,26,28,1/5/2023 16:26
39,1141,0,56,21,29,26,28,1/5/2023 16:28
39,1139,0,56,20,28,25,28,1/5/2023 16:30
39,1131,0,56,23,32,29,28,1/5/2023 16:32
39,1104,0,55,22,30,27,28,1/5/2023 16:34
39,1099,0,55,22,30,27,28,1/5/2023 16:36
39,1131,0,55,22,31,28,28,1/5/2023 16:38
39,1136,0,55,22,30,27,28,1/5/2023 16:40
39,1131,0,55,22,30,27,28,1/5/2023 16:42
39,1138,0,55,22,30,27,28,1/5/2023 16:44
39,1126,0,55,23,32,29,28,1/5/2023 16:46
39,1103,0,55,23,32,29,28,1/5/2023 16:48
39,1121,0,56,23,32,29,28,1/5/2023 16:50
39,1125,0,56,22,30,27,28,1/5/2023 16:52
39,1110,0,56,22,31,28,28,1/5/2023 16:54
39,1108,0,56,24,34,30,28,1/5/2023 16:58
39,881,0,55,23,32,29,28,1/5/2023 17:02
39,864,0,55,22,30,27,28,1/5/2023 17:04
39,883,0,55,22,30,27,28,1/5/2023 17:06
39,854,0,55,22,30,27,28,1/5/2023 17:08
39,858,0,55,22,31,28,28,1/5/2023 17:10
39,855,0,55,22,31,28,28,1/5/2023 17:12
39,875,0,55,22,31,28,28,1/5/2023 17:14
39,871,0,55,21,29,26,28,1/5/2023 17:16
39,860,0,55,23,32,29,28,1/5/2023 17:18
39,870,0,55,22,30,27,28,1/5/2023 17:20
39,871,0,54,23,32,29,28,1/5/2023 17:22
39,874,0,54,24,34,30,28,1/5/2023 17:24
39,909,0,54,22,31,28,28,1/5/2023 17:26
39,880,0,54,21,29,26,28,1/5/2023 17:28
39,881,0,55,21,29,26,28,1/5/2023 17:30
39,882,0,55,22,30,27,28,1/5/2023 17:32
39,878,0,55,22,31,28,28,1/5/2023 17:34
39,875,0,55,23,32,29,28,1/5/2023 17:36
39,880,0,55,22,31,28,28,1/5/2023 17:38
39,874,0,54,20,28,25,28,1/5/2023 17:40
39,876,0,54,22,30,27,28,1/5/2023 17:42
39,864,0,54,23,32,29,28,1/5/2023 17:44
39,870,0,55,22,30,27,28,1/5/2023 17:46
39,835,0,55,22,30,27,28,1/5/2023 17:48
38,886,0,55,22,30,27,28,1/5/2023 17:50
39,895,0,55,21,29,26,28,1/5/2023 17:52
39,888,0,55,22,30,27,28,1/5/2023 17:54
39,882,0,54,22,31,28,28,1/5/2023 17:56
39,898,0,54,22,30,27,28,1/5/2023 17:58
39,889,0,54,23,32,29,28,1/5/2023 18:02
39,906,0,54,23,32,29,28,1/5/2023 18:04
39,925,0,54,23,32,29,28,1/5/2023 18:06
39,893,0,55,22,30,27,28,1/5/2023 18:08
39,892,0,55,21,29,26,28,1/5/2023 18:10
39,880,0,55,24,34,30,28,1/5/2023 18:12
39,870,0,54,22,31,28,28,1/5/2023 18:14
39,877,0,54,22,31,28,28,1/5/2023 18:16
39,877,0,54,22,30,27,28,1/5/2023 18:18
39,879,0,54,23,33,29,28,1/5/2023 18:20
39,891,0,54,23,32,29,28,1/5/2023 18:22
39,900,0,54,22,30,27,28,1/5/2023 18:24
38,898,0,54,22,30,27,28,1/5/2023 18:26
38,896,0,54,22,30,27,28,1/5/2023 18:28
38,897,0,54,19,27,24,28,1/5/2023 18:30
38,895,0,54,20,28,25,28,1/5/2023 18:32
38,905,0,54,20,28,25,28,1/5/2023 18:34
37,917,0,54,21,29,26,28,1/5/2023 18:36
38,903,0,54,20,28,25,28,1/5/2023 18:38
37,906,0,54,21,29,26,28,1/5/2023 18:40
37,891,0,54,18,26,23,28,1/5/2023 18:42
37,896,0,54,22,30,27,28,1/5/2023 18:44
37,897,0,53,20,28,25,28,1/5/2023 18:46
37,902,0,54,19,27,24,28,1/5/2023 18:48
37,896,0,54,20,28,25,28,1/5/2023 18:50
37,907,0,55,19,27,24,28,1/5/2023 18:52
36,897,0,55,19,27,24,28,1/5/2023 18:54
36,884,0,55,22,30,27,28,1/5/2023 18:56
36,899,0,56,21,29,26,28,1/5/2023 18:58
36,900,0,55,20,28,25,28,1/5/2023 19:02
37,867,0,54,21,29,26,28,1/5/2023 19:04
36,878,0,54,22,30,27,28,1/5/2023 19:06
37,890,0,53,21,29,26,28,1/5/2023 19:08
36,876,0,53,22,30,27,28,1/5/2023 19:10
36,853,0,53,20,28,25,28,1/5/2023 19:12
36,871,0,53,21,29,26,28,1/5/2023 19:14
36,871,0,53,19,27,24,28,1/5/2023 19:16
36,879,0,54,19,27,24,28,1/5/2023 19:18
36,875,0,55,20,28,25,28,1/5/2023 19:20
36,872,0,55,21,29,26,28,1/5/2023 19:22
36,872,0,54,20,28,25,28,1/5/2023 19:24
36,865,0,53,19,27,24,28,1/5/2023 19:26
36,869,0,53,20,28,25,28,1/5/2023 19:28
36,860,0,53,20,28,25,28,1/5/2023 19:30
36,867,0,53,21,29,26,28,1/5/2023 19:32
36,875,0,53,22,30,27,28,1/5/2023 19:34
36,894,0,54,21,29,26,28,1/5/2023 19:36
37,841,0,53,21,29,26,28,1/5/2023 19:38
36,838,0,54,22,30,27,28,1/5/2023 19:40
37,843,0,53,21,29,26,28,1/5/2023 19:42
36,857,0,53,21,29,26,28,1/5/2023 19:44
36,848,0,53,19,27,24,28,1/5/2023 19:46
36,842,0,53,19,27,24,28,1/5/2023 19:48
36,847,0,53,20,28,25,28,1/5/2023 19:50
36,838,0,53,22,30,27,28,1/5/2023 19:52
36,830,0,53,21,29,26,28,1/5/2023 19:54
36,847,0,53,22,30,27,28,1/5/2023 19:56
36,847,0,54,20,28,25,28,1/5/2023 19:58
36,824,0,54,22,31,28,28,1/5/2023 20:02
36,825,0,54,22,31,27,28,1/5/2023 20:04
36,830,0,55,22,31,28,28,1/5/2023 20:06
36,835,0,55,24,34,30,28,1/5/2023 20:08
36,825,0,55,24,34,30,28,1/5/2023 20:10
36,835,0,55,22,30,27,28,1/5/2023 20:12
36,836,0,55,24,35,30,28,1/5/2023 20:14
36,836,0,55,22,32,28,28,1/5/2023 20:16
36,838,0,55,22,31,28,28,1/5/2023 20:18
36,813,0,55,23,32,29,28,1/5/2023 20:20
36,814,0,55,24,34,30,28,1/5/2023 20:22
35,812,0,55,23,32,29,28,1/5/2023 20:24
35,810,0,55,22,31,28,28,1/5/2023 20:26
35,832,0,56,24,34,30,28,1/5/2023 20:28
35,791,0,56,26,36,32,28,1/5/2023 20:30
35,804,0,56,23,32,29,28,1/5/2023 20:32
35,754,0,56,26,37,33,28,1/5/2023 20:34
34,822,0,56,26,36,32,28,1/5/2023 20:36
34,785,0,57,24,34,30,28,1/5/2023 20:38
34,785,0,57,23,32,29,28,1/5/2023 20:40
34,799,0,57,22,31,28,28,1/5/2023 20:42
35,754,0,57,24,34,30,28,1/5/2023 20:44
34,749,0,57,25,35,31,28,1/5/2023 20:46
35,754,0,56,24,34,30,28,1/5/2023 20:48
35,782,0,56,24,34,30,28,1/5/2023 20:50
35,793,0,56,23,32,29,28,1/5/2023 20:52
35,818,0,56,24,34,30,28,1/5/2023 20:54
35,798,0,56,24,34,30,28,1/5/2023 20:56
35,767,0,56,22,31,28,28,1/5/2023 20:58
35,763,0,56,24,34,30,28,1/5/2023 21:02
35,784,0,56,22,31,28,28,1/5/2023 21:04
35,776,0,56,23,32,29,28,1/5/2023 21:06
35,783,0,56,24,34,30,28,1/5/2023 21:08
35,787,0,56,24,34,30,28,1/5/2023 21:10
35,787,0,56,23,33,29,28,1/5/2023 21:12
35,786,0,56,22,31,28,28,1/5/2023 21:14
35,775,0,57,23,32,29,28,1/5/2023 21:16
35,775,0,57,23,32,29,28,1/5/2023 21:18
35,770,0,56,22,31,28,28,1/5/2023 21:20
35,770,0,56,22,32,28,28,1/5/2023 21:22
35,567,0,56,22,31,28,28,1/5/2023 21:24
35,815,0,56,22,31,28,28,1/5/2023 21:26
35,840,0,56,24,34,30,28,1/5/2023 21:28
36,852,0,56,23,32,29,28,1/5/2023 21:30
35,832,0,56,23,32,29,28,1/5/2023 21:32
36,814,0,56,23,32,29,28,1/5/2023 21:34
36,845,0,56,22,31,28,28,1/5/2023 21:36
36,866,0,56,22,31,28,28,1/5/2023 21:38
36,855,0,56,24,34,30,28,1/5/2023 21:40
36,870,0,56,23,32,29,28,1/5/2023 21:42
36,883,0,56,23,32,29,28,1/5/2023 21:44
36,882,0,56,23,32,29,28,1/5/2023 21:46
37,886,0,56,24,34,30,28,1/5/2023 21:48
36,888,0,56,23,32,29,28,1/5/2023 21:50
36,891,0,57,26,36,32,28,1/5/2023 21:52
36,882,0,57,25,35,31,28,1/5/2023 21:54
36,894,0,57,24,34,30,28,1/5/2023 21:56
37,910,0,56,24,34,30,28,1/5/2023 21:58
37,900,0,56,25,35,31,28,1/5/2023 22:02
37,913,0,56,24,34,30,28,1/5/2023 22:04
37,921,0,56,24,34,30,28,1/5/2023 22:06
37,913,0,56,26,36,32,28,1/5/2023 22:08
37,928,0,56,26,36,32,28,1/5/2023 22:10
37,940,0,56,26,36,32,28,1/5/2023 22:12
38,934,0,56,25,35,31,29,1/5/2023 22:14
38,931,0,56,26,36,32,28,1/5/2023 22:16
38,938,0,56,25,35,31,28,1/5/2023 22:18
38,936,0,57,26,37,33,28,1/5/2023 22:20
38,940,0,57,24,34,30,28,1/5/2023 22:22
38,936,0,57,26,36,32,28,1/5/2023 22:24
37,932,0,57,25,35,31,28,1/5/2023 22:26
37,930,0,57,25,35,31,28,1/5/2023 22:28
37,935,0,58,27,38,34,28,1/5/2023 22:30
37,936,0,58,25,35,31,28,1/5/2023 22:32
38,940,0,58,26,37,33,28,1/5/2023 22:34
37,942,0,58,25,35,31,28,1/5/2023 22:36
37,952,0,58,26,36,32,28,1/5/2023 22:38
37,953,0,58,26,36,32,28,1/5/2023 22:40
37,954,0,58,25,35,31,28,1/5/2023 22:42
37,954,0,58,26,37,33,28,1/5/2023 22:44
37,957,0,58,26,37,33,28,1/5/2023 22:46
37,958,0,58,26,37,33,28,1/5/2023 22:48
37,953,0,58,28,39,35,28,1/5/2023 22:50
37,956,0,58,27,38,34,28,1/5/2023 22:52
37,956,0,58,27,38,34,28,1/5/2023 22:54
37,954,0,58,26,36,32,28,1/5/2023 22:56
37,959,0,58,27,38,34,28,1/5/2023 22:58
37,965,0,58,28,39,35,28,1/5/2023 23:02
37,966,0,58,27,38,34,28,1/5/2023 23:04
37,967,0,58,26,36,32,28,1/5/2023 23:06
37,970,0,58,26,36,32,28,1/5/2023 23:08
37,959,0,58,26,36,32,28,1/5/2023 23:10
37,959,0,58,26,36,32,28,1/5/2023 23:12
37,985,0,58,27,38,34,28,1/5/2023 23:14
37,953,0,58,26,37,33,28,1/5/2023 23:16
37,949,0,58,26,37,33,28,1/5/2023 23:18
37,948,0,58,26,37,33,28,1/5/2023 23:20
37,942,0,58,26,37,33,28,1/5/2023 23:22
37,964,0,58,26,37,33,28,1/5/2023 23:24
37,929,0,58,27,38,34,28,1/5/2023 23:26
37,920,0,58,26,37,33,28,1/5/2023 23:28
37,930,0,58,27,38,34,28,1/5/2023 23:30
37,931,0,58,26,37,33,28,1/5/2023 23:32
37,928,0,58,29,40,36,28,1/5/2023 23:34
37,926,0,58,25,35,31,28,1/5/2023 23:36
37,932,0,58,29,40,36,28,1/5/2023 23:38
37,918,0,58,26,36,32,28,1/5/2023 23:40
37,903,0,58,28,39,35,28,1/5/2023 23:42
38,956,0,58,26,37,33,28,1/5/2023 23:44
37,919,0,58,26,37,33,28,1/5/2023 23:46
37,919,0,58,26,37,33,28,1/5/2023 23:48
37,918,0,58,27,38,34,28,1/5/2023 23:50
37,915,0,58,28,39,35,28,1/5/2023 23:52
37,914,0,58,26,36,32,28,1/5/2023 23:54
37,914,0,58,27,38,34,28,1/5/2023 23:56
37,915,0,58,28,39,35,28,1/5/2023 23:58
37,921,0,58,27,38,34,28,1/6/2023 0:02
37,913,0,58,26,36,32,28,1/6/2023 0:04
37,910,0,58,26,37,33,28,1/6/2023 0:06
38,917,0,58,27,38,34,28,1/6/2023 0:08
37,919,0,58,27,38,34,28,1/6/2023 0:10
38,912,0,58,29,40,36,28,1/6/2023 0:12
37,905,0,58,28,39,35,28,1/6/2023 0:14
37,906,0,58,29,40,36,28,1/6/2023 0:16
37,907,0,58,26,37,33,28,1/6/2023 0:18
37,899,0,58,28,39,35,28,1/6/2023 0:20
37,904,0,58,27,38,34,28,1/6/2023 0:22
37,906,0,58,27,38,34,28,1/6/2023 0:24
37,901,0,58,27,38,34,28,1/6/2023 0:26
37,893,0,58,28,40,35,28,1/6/2023 0:28
37,895,0,58,28,39,35,28,1/6/2023 0:30
37,892,0,58,27,38,34,28,1/6/2023 0:32
37,890,0,58,28,39,35,28,1/6/2023 0:34
37,901,0,58,28,39,35,28,1/6/2023 0:36
37,890,0,58,29,40,36,28,1/6/2023 0:38
37,892,0,58,27,38,34,28,1/6/2023 0:40
38,885,0,58,30,41,37,28,1/6/2023 0:42
37,889,0,58,28,39,35,28,1/6/2023 0:44
37,887,0,58,28,39,35,28,1/6/2023 0:46
37,883,0,58,28,39,35,28,1/6/2023 0:48
37,885,0,58,27,38,34,28,1/6/2023 0:50
37,904,0,58,27,38,34,28,1/6/2023 0:52
37,873,0,58,30,43,37,28,1/6/2023 0:54
37,867,0,58,29,40,36,28,1/6/2023 0:56
37,866,0,58,28,39,35,28,1/6/2023 0:58
37,863,0,58,28,39,35,28,1/6/2023 1:02
37,857,0,58,28,39,35,28,1/6/2023 1:04
37,865,0,58,29,40,36,28,1/6/2023 1:06
37,855,0,58,30,41,37,28,1/6/2023 1:08
36,849,0,58,31,44,39,28,1/6/2023 1:10
37,850,0,58,31,43,38,28,1/6/2023 1:12
36,849,0,58,28,39,35,28,1/6/2023 1:14
37,840,0,58,29,40,36,28,1/6/2023 1:16
36,839,0,58,29,40,36,28,1/6/2023 1:18
36,834,0,58,30,41,37,28,1/6/2023 1:20
36,835,0,58,29,40,36,28,1/6/2023 1:22
36,830,0,58,31,43,38,28,1/6/2023 1:24
36,839,0,59,31,43,38,28,1/6/2023 1:26
36,828,0,59,29,40,36,28,1/6/2023 1:28
36,827,0,58,28,39,35,28,1/6/2023 1:30
36,820,0,59,28,39,35,28,1/6/2023 1:32
36,816,0,59,30,41,37,28,1/6/2023 1:34
36,820,0,59,28,39,35,28,1/6/2023 1:36
36,817,0,58,31,43,38,28,1/6/2023 1:38
36,816,0,59,29,40,36,28,1/6/2023 1:40
35,811,0,59,30,41,37,28,1/6/2023 1:42
36,820,0,58,28,39,35,28,1/6/2023 1:44
35,820,0,59,29,40,36,28,1/6/2023 1:46
36,809,0,58,29,40,36,28,1/6/2023 1:48
35,812,0,59,29,41,36,28,1/6/2023 1:50
35,809,0,59,30,41,37,28,1/6/2023 1:52
35,807,0,59,31,44,39,28,1/6/2023 1:54
35,802,0,59,31,44,39,28,1/6/2023 1:56
36,802,0,59,30,41,37,28,1/6/2023 1:58
35,799,0,59,31,44,39,28,1/6/2023 2:02
35,792,0,59,31,43,38,28,1/6/2023 2:04
35,796,0,59,31,43,38,28,1/6/2023 2:06
35,792,0,59,31,43,38,28,1/6/2023 2:08
35,787,0,59,31,43,38,28,1/6/2023 2:10
35,785,0,59,31,44,39,28,1/6/2023 2:12
35,787,0,59,29,40,36,28,1/6/2023 2:14
35,779,0,59,31,43,38,28,1/6/2023 2:16
35,786,0,59,27,38,34,28,1/6/2023 2:18
35,774,0,59,31,43,38,28,1/6/2023 2:20
35,774,0,59,30,41,37,28,1/6/2023 2:22
35,773,0,59,30,41,37,28,1/6/2023 2:24
35,765,0,59,31,43,38,28,1/6/2023 2:26
35,763,0,59,31,44,39,28,1/6/2023 2:28
35,771,0,59,31,43,38,28,1/6/2023 2:30
34,771,0,59,31,43,38,28,1/6/2023 2:32
35,762,0,59,31,43,38,28,1/6/2023 2:34
35,765,0,59,31,44,39,28,1/6/2023 2:36
34,762,0,59,31,43,38,28,1/6/2023 2:38
34,756,0,59,30,41,37,28,1/6/2023 2:40
34,753,0,59,31,44,39,28,1/6/2023 2:42
35,763,0,59,32,45,40,28,1/6/2023 2:44
34,751,0,59,33,46,41,28,1/6/2023 2:46
35,743,0,59,31,43,38,28,1/6/2023 2:48
34,750,0,59,31,44,39,28,1/6/2023 2:50
35,749,0,59,30,41,37,28,1/6/2023 2:52
34,744,0,59,30,41,37,28,1/6/2023 2:54
34,740,0,59,31,45,39,28,1/6/2023 2:56
34,753,0,59,31,43,38,28,1/6/2023 2:58
34,744,0,59,32,45,40,28,1/6/2023 3:02
34,747,0,59,31,44,39,28,1/6/2023 3:04
34,744,0,59,31,43,38,28,1/6/2023 3:06
34,729,0,59,31,43,38,28,1/6/2023 3:08
34,735,0,59,31,44,39,28,1/6/2023 3:10
34,733,0,59,31,44,39,28,1/6/2023 3:12
34,733,0,59,30,41,37,28,1/6/2023 3:14
34,732,0,59,31,43,38,28,1/6/2023 3:16
34,731,0,59,31,44,39,28,1/6/2023 3:18
34,720,0,59,32,45,40,28,1/6/2023 3:20
34,713,0,59,33,46,41,28,1/6/2023 3:22
34,720,0,59,31,44,39,28,1/6/2023 3:24
34,718,0,59,31,44,39,28,1/6/2023 3:26
34,720,0,59,31,44,39,28,1/6/2023 3:28
33,712,0,59,31,44,39,28,1/6/2023 3:30
34,731,0,59,34,47,42,28,1/6/2023 3:32
34,742,0,59,31,43,38,28,1/6/2023 3:34
33,685,0,59,33,46,41,28,1/6/2023 3:36
34,725,0,59,31,44,39,28,1/6/2023 3:38
34,713,0,59,31,43,38,28,1/6/2023 3:40
34,705,0,59,33,46,41,28,1/6/2023 3:42
33,701,0,59,31,44,39,28,1/6/2023 3:44
33,707,0,59,31,44,39,28,1/6/2023 3:46
33,713,0,59,31,43,38,28,1/6/2023 3:48
33,698,0,59,31,43,38,28,1/6/2023 3:50
33,697,0,59,31,43,38,28,1/6/2023 3:52
33,712,0,59,31,44,39,28,1/6/2023 3:54
33,693,0,59,32,45,40,28,1/6/2023 3:56
33,725,0,59,33,46,41,28,1/6/2023 3:58
34,708,0,59,31,43,38,28,1/6/2023 4:02
33,702,0,59,31,44,39,28,1/6/2023 4:04
34,723,0,59,34,47,42,28,1/6/2023 4:06
33,703,0,59,31,44,39,28,1/6/2023 4:08
33,694,0,59,33,46,41,28,1/6/2023 4:10
33,693,0,59,34,47,42,28,1/6/2023 4:12
33,698,0,59,33,46,41,28,1/6/2023 4:14
33,683,0,59,34,47,42,28,1/6/2023 4:16
33,691,0,59,31,44,39,28,1/6/2023 4:18
33,687,0,59,35,48,43,28,1/6/2023 4:20
33,698,0,60,33,46,41,28,1/6/2023 4:22
33,687,0,60,33,46,41,28,1/6/2023 4:24
33,690,0,60,30,41,37,28,1/6/2023 4:26
33,688,0,59,32,45,40,28,1/6/2023 4:28
33,677,0,59,32,45,40,28,1/6/2023 4:30
33,681,0,59,34,47,42,28,1/6/2023 4:32
33,682,0,59,32,45,40,28,1/6/2023 4:34
33,681,0,59,32,45,40,28,1/6/2023 4:36
33,668,0,59,31,43,38,28,1/6/2023 4:38
33,703,0,60,31,43,38,28,1/6/2023 4:40
33,685,0,60,33,47,41,28,1/6/2023 4:42
33,684,0,60,33,46,41,28,1/6/2023 4:44
33,670,0,60,34,47,42,28,1/6/2023 4:46
33,673,0,59,35,49,44,28,1/6/2023 4:48
33,683,0,60,31,44,39,28,1/6/2023 4:50
33,674,0,60,34,47,42,28,1/6/2023 4:52
33,671,0,60,33,46,41,28,1/6/2023 4:54
32,671,0,59,32,45,40,28,1/6/2023 4:56
33,634,0,60,35,48,43,28,1/6/2023 4:58
32,681,0,60,34,47,42,28,1/6/2023 5:02
33,665,0,60,34,48,42,28,1/6/2023 5:04
32,644,0,60,31,43,38,28,1/6/2023 5:06
33,682,0,60,32,45,40,28,1/6/2023 5:08
32,668,0,59,32,45,40,28,1/6/2023 5:10
33,653,0,60,31,44,39,28,1/6/2023 5:12
32,661,0,60,33,46,41,28,1/6/2023 5:14
32,659,0,60,32,45,40,28,1/6/2023 5:16
32,652,0,60,33,46,41,28,1/6/2023 5:18
32,655,0,59,34,47,42,28,1/6/2023 5:20
32,653,0,60,31,44,39,28,1/6/2023 5:22
32,650,0,60,32,45,40,28,1/6/2023 5:24
32,652,0,60,33,46,41,28,1/6/2023 5:26
32,667,0,60,31,44,39,28,1/6/2023 5:28
32,662,0,60,32,45,40,28,1/6/2023 5:30
33,659,0,60,32,45,40,28,1/6/2023 5:32
32,648,0,60,33,46,41,28,1/6/2023 5:34
32,650,0,60,33,46,41,28,1/6/2023 5:36
32,642,0,59,32,45,40,28,1/6/2023 5:38
32,644,0,60,32,45,40,28,1/6/2023 5:40
32,638,0,59,30,41,37,28,1/6/2023 5:42
32,641,0,60,33,46,41,28,1/6/2023 5:44
32,640,0,60,31,43,38,28,1/6/2023 5:46
32,633,0,60,32,45,40,28,1/6/2023 5:48
32,639,0,60,33,46,41,28,1/6/2023 5:50
32,642,0,60,31,44,39,28,1/6/2023 5:52
32,642,0,60,34,47,42,28,1/6/2023 5:54
32,636,0,59,33,46,41,28,1/6/2023 5:56
32,637,0,60,33,46,41,28,1/6/2023 5:58
32,633,0,59,33,46,41,28,1/6/2023 6:02
32,634,0,60,33,46,41,28,1/6/2023 6:04
32,632,0,60,31,44,39,28,1/6/2023 6:06
32,631,0,60,32,45,40,28,1/6/2023 6:08
32,632,0,60,33,46,41,28,1/6/2023 6:10
32,629,0,60,31,44,39,28,1/6/2023 6:12
32,627,0,60,34,47,42,28,1/6/2023 6:14
32,623,0,60,32,45,40,28,1/6/2023 6:16
32,630,0,60,34,47,42,28,1/6/2023 6:18
32,623,0,60,32,45,40,28,1/6/2023 6:20
32,619,0,60,31,44,39,28,1/6/2023 6:22
32,611,0,60,32,45,40,28,1/6/2023 6:24
31,623,0,60,31,44,39,28,1/6/2023 6:26
32,627,0,60,32,45,40,28,1/6/2023 6:28
32,596,0,60,31,44,39,28,1/6/2023 6:30
32,634,0,60,32,45,40,28,1/6/2023 6:32
31,653,0,60,34,47,42,28,1/6/2023 6:34
31,614,0,60,31,44,39,28,1/6/2023 6:36
31,625,0,60,32,45,40,28,1/6/2023 6:38
31,617,0,60,33,46,41,28,1/6/2023 6:40
31,614,0,60,32,45,40,28,1/6/2023 6:42
31,617,0,60,32,46,40,28,1/6/2023 6:44
31,615,0,60,34,47,42,28,1/6/2023 6:46
31,616,0,60,31,43,38,28,1/6/2023 6:48
31,606,0,60,32,45,40,28,1/6/2023 6:50
31,611,0,60,29,40,36,28,1/6/2023 6:52
31,615,0,60,32,45,40,28,1/6/2023 6:54
31,611,0,60,33,46,41,28,1/6/2023 6:56
31,613,0,60,29,40,36,28,1/6/2023 6:58
31,608,0,60,32,45,40,28,1/6/2023 7:02
31,607,0,60,30,41,37,28,1/6/2023 7:04
31,602,0,60,32,45,40,28,1/6/2023 7:06
31,612,0,60,32,45,40,28,1/6/2023 7:08
31,605,0,60,31,44,39,28,1/6/2023 7:10
31,608,0,60,31,44,39,28,1/6/2023 7:12
31,615,0,59,29,40,36,28,1/6/2023 7:14
31,605,0,60,31,43,38,28,1/6/2023 7:16
31,608,0,60,33,46,41,28,1/6/2023 7:18
31,605,0,60,31,44,39,28,1/6/2023 7:20
31,604,0,60,31,44,39,28,1/6/2023 7:22
31,603,0,60,31,43,38,28,1/6/2023 7:24
31,603,0,60,30,41,37,28,1/6/2023 7:26
31,609,0,60,31,43,38,28,1/6/2023 7:28
31,641,0,60,31,43,38,28,1/6/2023 7:30
31,577,0,60,31,43,38,28,1/6/2023 7:32
31,599,0,60,32,45,40,28,1/6/2023 7:34
31,593,0,60,31,43,38,28,1/6/2023 7:36
31,594,0,60,31,43,38,28,1/6/2023 7:38
31,594,0,60,30,41,37,28,1/6/2023 7:40
30,597,0,60,33,46,41,28,1/6/2023 7:42
30,602,0,60,32,45,40,28,1/6/2023 7:44
30,588,0,60,31,43,38,28,1/6/2023 7:46
30,603,0,60,30,41,37,28,1/6/2023 7:48
30,592,0,60,29,40,36,28,1/6/2023 7:50
30,584,0,60,30,41,37,28,1/6/2023 7:52
31,590,0,60,31,44,39,28,1/6/2023 7:54
30,593,0,60,29,40,36,28,1/6/2023 7:56
31,581,0,60,30,41,37,28,1/6/2023 7:58
30,550,0,60,29,40,36,28,1/6/2023 8:02
30,601,0,60,31,43,38,28,1/6/2023 8:04
30,586,0,60,30,41,37,28,1/6/2023 8:06
30,585,0,60,31,43,38,28,1/6/2023 8:08
31,584,0,60,31,44,39,28,1/6/2023 8:10
30,581,0,60,31,44,39,28,1/6/2023 8:12
30,585,0,60,31,44,39,28,1/6/2023 8:14
30,585,0,60,30,41,37,28,1/6/2023 8:16
30,582,0,60,28,39,35,28,1/6/2023 8:18
30,583,0,60,31,43,38,28,1/6/2023 8:20
30,581,0,60,31,44,39,28,1/6/2023 8:22
30,577,0,60,31,43,38,28,1/6/2023 8:24
30,578,0,60,29,40,36,28,1/6/2023 8:26
30,584,0,60,29,40,36,28,1/6/2023 8:28
30,580,0,60,28,39,35,28,1/6/2023 8:30
30,579,0,60,29,40,36,28,1/6/2023 8:32
30,580,0,60,30,41,37,28,1/6/2023 8:34
30,615,0,60,31,43,38,28,1/6/2023 8:36
30,580,0,60,29,40,36,28,1/6/2023 8:38
30,576,0,60,28,39,35,28,1/6/2023 8:40
30,585,0,60,30,41,37,28,1/6/2023 8:42
30,586,0,60,27,38,34,28,1/6/2023 8:44
30,587,0,60,29,40,36,28,1/6/2023 8:46
30,570,0,60,30,41,37,28,1/6/2023 8:48
30,577,0,60,28,39,35,28,1/6/2023 8:50
30,576,0,60,30,41,37,28,1/6/2023 8:52
30,576,0,60,28,39,35,28,1/6/2023 8:54
30,571,0,60,32,45,40,28,1/6/2023 8:56
30,572,0,60,29,40,36,28,1/6/2023 8:58
30,565,0,60,27,38,34,28,1/6/2023 9:02
30,569,0,60,31,44,39,28,1/6/2023 9:04
30,578,0,60,30,41,37,28,1/6/2023 9:06
30,566,0,60,28,40,35,28,1/6/2023 9:08
30,570,0,60,30,41,37,28,1/6/2023 9:10
30,569,0,60,29,40,36,28,1/6/2023 9:12
30,568,0,60,29,40,36,28,1/6/2023 9:14
30,593,0,60,29,40,36,28,1/6/2023 9:16
30,534,0,60,29,40,36,28,1/6/2023 9:18
